,year,estado,tipo,municipalidad,hombres,mujeres,total,localidad,full_location,location,point,latitude,longitude,altitude
6905,1940,Coahuila,Rancho,Francisco I. Madero,11.0,9.0,20.0,Yucatán ,"Yucatán , Francisco I. Madero, Coahuila","Ejido Yucatán, Francisco I. Madero, Coahuila, 27926, México","(25.8799081, -103.3298014, 0.0)",25.8799081,-103.3298014,0.0
6906,1940,Coahuila,Villa,General Cepeda,1746.0,1637.0,3383.0,General Cepeda  (Cab.) ,"General Cepeda  (Cab.) , General Cepeda, Coahuila",,,,,
6907,1940,Coahuila,Ejido,General Cepeda,98.0,61.0,159.0,Agua de la Mula ,"Agua de la Mula , General Cepeda, Coahuila",,,,,
6908,1940,Coahuila,Ejido,General Cepeda,55.0,47.0,102.0,El Alamito ,"El Alamito , General Cepeda, Coahuila",,,,,
6909,1940,Coahuila,Ejido,General Cepeda,32.0,34.0,66.0,El Alamo ,"El Alamo , General Cepeda, Coahuila",,,,,
6910,1940,Coahuila,Rancho,General Cepeda,20.0,32.0,52.0,El Alto ,"El Alto , General Cepeda, Coahuila",,,,,
6911,1940,Coahuila,Ejido,General Cepeda,81.0,86.0,167.0,Boquilla de Guelatao ,"Boquilla de Guelatao , General Cepeda, Coahuila",,,,,
6912,1940,Coahuila,Estación F C,General Cepeda,63.0,51.0,114.0,La Brisa ,"La Brisa , General Cepeda, Coahuila",,,,,
6913,1940,Coahuila,Rancho,General Cepeda,17.0,16.0,33.0,Buenos Aires ,"Buenos Aires , General Cepeda, Coahuila",,,,,
6914,1940,Coahuila,Ejido,General Cepeda,24.0,16.0,40.0,Los Cabos de Abajo ,"Los Cabos de Abajo , General Cepeda, Coahuila",,,,,
6915,1940,Coahuila,Ejido,General Cepeda,30.0,28.0,58.0,El Carmen ,"El Carmen , General Cepeda, Coahuila",,,,,
6916,1940,Coahuila,Ejido,General Cepeda,45.0,44.0,89.0,La Casita ,"La Casita , General Cepeda, Coahuila",,,,,
6917,1940,Coahuila,Ejido,General Cepeda,59.0,63.0,122.0,Colón ,"Colón , General Cepeda, Coahuila",,,,,
6918,1940,Coahuila,Ejido,General Cepeda,68.0,63.0,131.0,Las Cuatas ,"Las Cuatas , General Cepeda, Coahuila",,,,,
6919,1940,Coahuila,Estación FC,General Cepeda,23.0,25.0,48.0,La Cuchilla ,"La Cuchilla , General Cepeda, Coahuila",,,,,
6920,1940,Coahuila,Rancho,General Cepeda,66.0,55.0,121.0,Depósito de la Luz ,"Depósito de la Luz , General Cepeda, Coahuila",,,,,
6921,1940,Coahuila,Rancho,General Cepeda,4.0,4.0,8.0,Despepitador ,"Despepitador , General Cepeda, Coahuila",,,,,
6922,1940,Coahuila,Ejido,General Cepeda,71.0,70.0,141.0,Dos de Abril ,"Dos de Abril , General Cepeda, Coahuila",,,,,
6923,1940,Coahuila,Rancho,General Cepeda,17.0,12.0,29.0,Durazno ,"Durazno , General Cepeda, Coahuila",,,,,
6924,1940,Coahuila,Ejido,General Cepeda,133.0,114.0,247.0,Estanque de San Vicente ,"Estanque de San Vicente , General Cepeda, Coahuila","Ejido Estanque de San Vicente, General Cepeda, Coahuila, 25975, México","(25.543024, -101.4491881, 0.0)",25.543024,-101.4491881,0.0
6925,1940,Coahuila,Ejido,General Cepeda,50.0,51.0,101.0,Fermín ,"Fermín , General Cepeda, Coahuila",,,,,
6926,1940,Coahuila,Ejido,General Cepeda,118.0,107.0,225.0,La Florida ,"La Florida , General Cepeda, Coahuila",,,,,
6927,1940,Coahuila,Rancho,General Cepeda,27.0,25.0,52.0,El Fortín ,"El Fortín , General Cepeda, Coahuila",,,,,
6928,1940,Coahuila,Ejido,General Cepeda,172.0,140.0,312.0,Gachupines ,"Gachupines , General Cepeda, Coahuila",,,,,
6929,1940,Coahuila,Rancho,General Cepeda,34.0,28.0,62.0,Gavillero ,"Gavillero , General Cepeda, Coahuila",,,,,
6930,1940,Coahuila,Estación F C,General Cepeda,33.0,23.0,56.0,General Copeda ,"General Copeda , General Cepeda, Coahuila",,,,,
6931,1940,Coahuila,Ejido,General Cepeda,18.0,23.0,41.0,El Gigante ,"El Gigante , General Cepeda, Coahuila",,,,,
6932,1940,Coahuila,Rancho,General Cepeda,39.0,42.0,81.0,La Gloria ,"La Gloria , General Cepeda, Coahuila",,,,,
6933,1940,Coahuila,Hacienda,General Cepeda,240.0,213.0,453.0,Guadalupe ,"Guadalupe , General Cepeda, Coahuila","Calle Guadalupe Victoria, General Cepeda, Coahuila, México","(25.3819768, -101.4729065, 0.0)",25.3819768,-101.4729065,0.0
6934,1940,Coahuila,Rancho,General Cepeda,53.0,60.0,113.0,La Hedionda Chica ,"La Hedionda Chica , General Cepeda, Coahuila","Ejido La Hedionda Chica, General Cepeda, Coahuila, 25974, México","(25.5508266, -101.410046, 0.0)",25.5508266,-101.410046,0.0
6935,1940,Coahuila,Ejido,General Cepeda,33.0,32.0,65.0,Huachichil ,"Huachichil , General Cepeda, Coahuila",,,,,
6936,1940,Coahuila,Rancho,General Cepeda,10.0,10.0,20.0,El Jagüey ,"El Jagüey , General Cepeda, Coahuila",,,,,
6937,1940,Coahuila,Ejido,General Cepeda,240.0,192.0,432.0,Jalpa ,"Jalpa , General Cepeda, Coahuila","Jalpa, General Cepeda, Coahuila, México","(25.5530043, -101.7700329, 0.0)",25.5530043,-101.7700329,0.0
6938,1940,Coahuila,Ejido,General Cepeda,59.0,53.0,112.0,El Jaralito ,"El Jaralito , General Cepeda, Coahuila",,,,,
6939,1940,Coahuila,Rancho,General Cepeda,18.0,16.0,34.0,La Joya ,"La Joya , General Cepeda, Coahuila",,,,,
6940,1940,Coahuila,Ejido,General Cepeda,35.0,19.0,54.0,La Luz ,"La Luz , General Cepeda, Coahuila",,,,,
6941,1940,Coahuila,Ejido,General Cepeda,250.0,231.0,481.0,Macnyú ,"Macnyú , General Cepeda, Coahuila",,,,,
6942,1940,Coahuila,Estación F C,General Cepeda,34.0,30.0,64.0,Marte ,"Marte , General Cepeda, Coahuila","Marte, General Cepeda, Coahuila, México","(25.6952649, -101.7654188, 0.0)",25.6952649,-101.7654188,0.0
6943,1940,Coahuila,Rancho,General Cepeda,8.0,7.0,15.0,Mesa Grande ,"Mesa Grande , General Cepeda, Coahuila",,,,,
6944,1940,Coahuila,Rancho,General Cepeda,12.0,7.0,19.0,El Mesón ,"El Mesón , General Cepeda, Coahuila",,,,,
6945,1940,Coahuila,Rancho,General Cepeda,31.0,22.0,53.0,El Mimbre ,"El Mimbre , General Cepeda, Coahuila",,,,,
6946,1940,Coahuila,Ejido,General Cepeda,39.0,29.0,68.0,El Mogote ,"El Mogote , General Cepeda, Coahuila","El Mogote, General Cepeda, Coahuila, México","(25.4418709, -101.5788287, 0.0)",25.4418709,-101.5788287,0.0
6947,1940,Coahuila,Ejido,General Cepeda,105.0,84.0,189.0,Narigua ,"Narigua , General Cepeda, Coahuila","Narigua, General Cepeda, Coahuila, México","(25.4492321, -101.5791629, 0.0)",25.4492321,-101.5791629,0.0
6948,1940,Coahuila,Ejido,General Cepeda,78.0,84.0,162.0,El Nogal ,"El Nogal , General Cepeda, Coahuila",,,,,
6949,1940,Coahuila,Ejido,General Cepeda,25.0,24.0,49.0,La Noria ,"La Noria , General Cepeda, Coahuila","La Noria de la Sabina, General Cepeda, Coahuila, México","(25.6205585, -101.5494458, 0.0)",25.6205585,-101.5494458,0.0
6950,1940,Coahuila,Ejido,General Cepeda,33.0,25.0,58.0,Nuevo San Antonio ,"Nuevo San Antonio , General Cepeda, Coahuila",,,,,
6951,1940,Coahuila,Hacienda,General Cepeda,121.0,86.0,207.0,Oratorio ,"Oratorio , General Cepeda, Coahuila",,,,,
6952,1940,Coahuila,Ejido,General Cepeda,30.0,30.0,60.0,Oratorio Chico ,"Oratorio Chico , General Cepeda, Coahuila",,,,,
6953,1940,Coahuila,Ejido,General Cepeda,2.0,1.0,3.0,El Pajarito ,"El Pajarito , General Cepeda, Coahuila",,,,,
6954,1940,Coahuila,Ejido,General Cepeda,7.0,8.0,15.0,El Palmar ,"El Palmar , General Cepeda, Coahuila",,,,,
6955,1940,Coahuila,Ejido,General Cepeda,62.0,47.0,109.0,La Parrita ,"La Parrita , General Cepeda, Coahuila",,,,,
6956,1940,Coahuila,Rancho,General Cepeda,14.0,9.0,23.0,La Pastora ,"La Pastora , General Cepeda, Coahuila",,,,,
6957,1940,Coahuila,Ejido,General Cepeda,146.0,132.0,278.0,La Paz de los Siller ,"La Paz de los Siller , General Cepeda, Coahuila",,,,,
6958,1940,Coahuila,Estación F C,General Cepeda,21.0,23.0,44.0,La Paz ,"La Paz , General Cepeda, Coahuila",,,,,
6959,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,Piedras Negras ,"Piedras Negras , General Cepeda, Coahuila",,,,,
6960,1940,Coahuila,Ejido,General Cepeda,83.0,69.0,152.0,Pilar El ,"Pilar El , General Cepeda, Coahuila","El Pilar de Richardson, General Cepeda, Coahuila, México","(25.6512207, -101.7622694, 0.0)",25.6512207,-101.7622694,0.0
6961,1940,Coahuila,Ejido,General Cepeda,25.0,24.0,49.0,Porvenir de Tacubaya ,"Porvenir de Tacubaya , General Cepeda, Coahuila",,,,,
6962,1940,Coahuila,Rancho,General Cepeda,95.0,80.0,175.0,El Porvenir ,"El Porvenir , General Cepeda, Coahuila",,,,,
6963,1940,Coahuila,Rancho,General Cepeda,18.0,14.0,32.0,Providencia ,"Providencia , General Cepeda, Coahuila",,,,,
6964,1940,Coahuila,Rancho,General Cepeda,22.0,24.0,46.0,La Puerta ,"La Puerta , General Cepeda, Coahuila",,,,,
6965,1940,Coahuila,Ejido,General Cepeda,75.0,60.0,135.0,Rancho Nuevo ,"Rancho Nuevo , General Cepeda, Coahuila","San José de la Paila (Rancho Nuevo), General Cepeda, Coahuila, México","(25.7161246, -101.665104, 0.0)",25.7161246,-101.665104,0.0
6966,1940,Coahuila,Rancho,General Cepeda,50.0,23.0,73.0,La Redoma ,"La Redoma , General Cepeda, Coahuila",,,,,
6967,1940,Coahuila,Ejido,General Cepeda,114.0,88.0,202.0,Rincón Colorado o San Mignel ,"Rincón Colorado o San Mignel , General Cepeda, Coahuila",,,,,
6968,1940,Coahuila,Hacienda,General Cepeda,19.0,14.0,33.0,El Rio ,"El Rio , General Cepeda, Coahuila",,,,,
6969,1940,Coahuila,Ejido,General Cepeda,268.0,244.0,512.0,La Rosa ,"La Rosa , General Cepeda, Coahuila","La Rosa, General Cepeda, Coahuila, 25974, México","(25.5181972, -101.3884682, 0.0)",25.5181972,-101.3884682,0.0
6970,1940,Coahuila,Rancho,General Cepeda,27.0,18.0,45.0,La Sabina ,"La Sabina , General Cepeda, Coahuila","La Noria de la Sabina, General Cepeda, Coahuila, México","(25.6205585, -101.5494458, 0.0)",25.6205585,-101.5494458,0.0
6971,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,El Salto ,"El Salto , General Cepeda, Coahuila",,,,,
6972,1940,Coahuila,Ejido,General Cepeda,82.0,88.0,170.0,San Antonio de las Cabras ,"San Antonio de las Cabras , General Cepeda, Coahuila",,,,,
6973,1940,Coahuila,Ejido,General Cepeda,92.0,70.0,162.0,San Antonio del Jaral ,"San Antonio del Jaral , General Cepeda, Coahuila","San Antonio del Jaral, General Cepeda, Coahuila, 25974, México","(25.569243, -101.426989, 0.0)",25.569243,-101.426989,0.0
6974,1940,Coahuila,Ejido,General Cepeda,53.0,41.0,94.0,San Francisco ,"San Francisco , General Cepeda, Coahuila",,,,,
6975,1940,Coahuila,Rancho,General Cepeda,30.0,32.0,62.0,San Ildefonso ,"San Ildefonso , General Cepeda, Coahuila",,,,,
6976,1940,Coahuila,Ejido,General Cepeda,66.0,52.0,118.0,San Isidro de Gómez ,"San Isidro de Gómez , General Cepeda, Coahuila",,,,,
6977,1940,Coahuila,Ejido,General Cepeda,126.0,91.0,217.0,San José de la Paila ,"San José de la Paila , General Cepeda, Coahuila","San José de la Paila (Rancho Nuevo), General Cepeda, Coahuila, México","(25.7161246, -101.665104, 0.0)",25.7161246,-101.665104,0.0
6978,1940,Coahuila,Ejido,General Cepeda,161.0,153.0,314.0,San Jose del Refugio ,"San Jose del Refugio , General Cepeda, Coahuila","San José del Refugio, General Cepeda, Coahuila, México","(25.2946503, -101.3997168, 0.0)",25.2946503,-101.3997168,0.0
6979,1940,Coahuila,Rancho,General Cepeda,14.0,10.0,24.0,San Juan ,"San Juan , General Cepeda, Coahuila","San Juan del Cohetero, General Cepeda, Coahuila, México","(25.5833917, -101.7522503, 0.0)",25.5833917,-101.7522503,0.0
6980,1940,Coahuila,Ejido,General Cepeda,77.0,66.0,143.0,San Juan del Cohetero ,"San Juan del Cohetero , General Cepeda, Coahuila","San Juan del Cohetero, General Cepeda, Coahuila, México","(25.5833917, -101.7522503, 0.0)",25.5833917,-101.7522503,0.0
6981,1940,Coahuila,Ejido,General Cepeda,0.0,0.0,0.0,San Luis ,"San Luis , General Cepeda, Coahuila",,,,,
6982,1940,Coahuila,Rancho,General Cepeda,36.0,30.0,66.0,San Miguel del Barrial ,"San Miguel del Barrial , General Cepeda, Coahuila",,,,,
6983,1940,Coahuila,Rancho,General Cepeda,2.0,1.0,3.0,San Pablo ,"San Pablo , General Cepeda, Coahuila",,,,,
6984,1940,Coahuila,Rancho,General Cepeda,48.0,54.0,102.0,Santa Inés ,"Santa Inés , General Cepeda, Coahuila","Santa Inés (El Ojito), General Cepeda, Coahuila, México","(25.5778275, -101.8338329, 0.0)",25.5778275,-101.8338329,0.0
6985,1940,Coahuila,Rancho,General Cepeda,23.0,27.0,50.0,Santa María ,"Santa María , General Cepeda, Coahuila",,,,,
6986,1940,Coahuila,Ejido,General Cepeda,21.0,21.0,42.0,Santo Niño ,"Santo Niño , General Cepeda, Coahuila",,,,,
6987,1940,Coahuila,Ejido,General Cepeda,12.0,17.0,29.0,Tacubaya ,"Tacubaya , General Cepeda, Coahuila",,,,,
6988,1940,Coahuila,Ejido,General Cepeda,162.0,179.0,341.0,El Tejocote ,"El Tejocote , General Cepeda, Coahuila",,,,,
6989,1940,Coahuila,Rancho,General Cepeda,23.0,16.0,39.0,La Tenería ,"La Tenería , General Cepeda, Coahuila",,,,,
6990,1940,Coahuila,Hacienda,General Cepeda,52.0,45.0,97.0,La Tórtola ,"La Tórtola , General Cepeda, Coahuila",,,,,
6991,1940,Coahuila,Ejido,General Cepeda,148.0,112.0,260.0,La Trinidad ,"La Trinidad , General Cepeda, Coahuila","La Trinidad, General Cepeda, Coahuila, México","(25.3358879, -101.4790534, 0.0)",25.3358879,-101.4790534,0.0
6992,1940,Coahuila,Rancho,General Cepeda,31.0,32.0,63.0,El Tulillo ,"El Tulillo , General Cepeda, Coahuila",,,,,
6993,1940,Coahuila,Ejido,General Cepeda,15.0,18.0,33.0,El Turquillo ,"El Turquillo , General Cepeda, Coahuila",,,,,
6994,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,La Unión ,"La Unión , General Cepeda, Coahuila",,,,,
6995,1940,Coahuila,Rancho,General Cepeda,35.0,28.0,63.0,La Vaquería ,"La Vaquería , General Cepeda, Coahuila",,,,,
6996,1940,Coahuila,Villa,General Cepeda,685.0,652.0,1337.0,Guerrero  (Cab.) ,"Guerrero  (Cab.) , General Cepeda, Coahuila",,,,,
6997,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,Agua Fría ,"Agua Fría , General Cepeda, Coahuila",,,,,
6998,1940,Coahuila,Rancho,General Cepeda,15.0,6.0,21.0,Alamillos ,"Alamillos , General Cepeda, Coahuila",,,,,
6999,1940,Coahuila,Rancho,General Cepeda,3.0,0.0,3.0,Fl Amole ,"Fl Amole , General Cepeda, Coahuila",,,,,
7000,1940,Coahuila,Hacienda,General Cepeda,25.0,21.0,46.0,El Azulejo ,"El Azulejo , General Cepeda, Coahuila",,,,,
7001,1940,Coahuila,Rancho,General Cepeda,2.0,1.0,3.0,Los Bracitos ,"Los Bracitos , General Cepeda, Coahuila",,,,,
7002,1940,Coahuila,Hacienda,General Cepeda,16.0,18.0,34.0,La Candelaria ,"La Candelaria , General Cepeda, Coahuila",,,,,
7003,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,Las Cuevas ,"Las Cuevas , General Cepeda, Coahuila",,,,,
7004,1940,Coahuila,Rancho,General Cepeda,6.0,4.0,10.0,Galván ,"Galván , General Cepeda, Coahuila",,,,,
7005,1940,Coahuila,Rancho,General Cepeda,4.0,2.0,6.0,El Gato ,"El Gato , General Cepeda, Coahuila",,,,,
7006,1940,Coahuila,Rancho,General Cepeda,17.0,18.0,35.0,Los Griegos ,"Los Griegos , General Cepeda, Coahuila",,,,,
7007,1940,Coahuila,Comunidad,General Cepeda,111.0,100.0,211.0,Guadalupe ,"Guadalupe , General Cepeda, Coahuila","Calle Guadalupe Victoria, General Cepeda, Coahuila, México","(25.3819768, -101.4729065, 0.0)",25.3819768,-101.4729065,0.0
7008,1940,Coahuila,Congregación,General Cepeda,176.0,165.0,341.0,Guadalupe ,"Guadalupe , General Cepeda, Coahuila","Calle Guadalupe Victoria, General Cepeda, Coahuila, México","(25.3819768, -101.4729065, 0.0)",25.3819768,-101.4729065,0.0
7009,1940,Coahuila,Rancho,General Cepeda,17.0,11.0,28.0,La Reforma ,"La Reforma , General Cepeda, Coahuila",,,,,
7010,1940,Coahuila,Congregación,General Cepeda,80.0,75.0,155.0,Los Rodriguez ,"Los Rodriguez , General Cepeda, Coahuila",,,,,
7011,1940,Coahuila,Rancho,General Cepeda,0.0,0.0,0.0,Salitrillo ,"Salitrillo , General Cepeda, Coahuila",,,,,
7012,1940,Coahuila,Rancho,General Cepeda,7.0,8.0,15.0,San Blas ,"San Blas , General Cepeda, Coahuila",,,,,
7013,1940,Coahuila,Congregación,General Cepeda,72.0,69.0,141.0,San José ,"San José , General Cepeda, Coahuila",,,,,
7014,1940,Coahuila,Hacienda,General Cepeda,41.0,34.0,75.0,San Lucas ,"San Lucas , General Cepeda, Coahuila",,,,,
7015,1940,Coahuila,Rancho,General Cepeda,7.0,10.0,17.0,San Patricio ,"San Patricio , General Cepeda, Coahuila",,,,,
7016,1940,Coahuila,Congregación,General Cepeda,322.0,303.0,625.0,Santa Mónica ,"Santa Mónica , General Cepeda, Coahuila",,,,,
7017,1940,Coahuila,Congregación,General Cepeda,1000.0,815.0,185.0,San Vicente ,"San Vicente , General Cepeda, Coahuila","Ejido Estanque de San Vicente, General Cepeda, Coahuila, 25975, México","(25.543024, -101.4491881, 0.0)",25.543024,-101.4491881,0.0
7018,1940,Coahuila,Colonia Agrícola,General Cepeda,69.0,59.0,128.0,El Saucito ,"El Saucito , General Cepeda, Coahuila",,,,,
7019,1940,Coahuila,Rancho,General Cepeda,6.0,2.0,8.0,El Texas ,"El Texas , General Cepeda, Coahuila",,,,,
7020,1940,Coahuila,Rancho,General Cepeda,11.0,14.0,25.0,La Trinidad ,"La Trinidad , General Cepeda, Coahuila","La Trinidad, General Cepeda, Coahuila, México","(25.3358879, -101.4790534, 0.0)",25.3358879,-101.4790534,0.0
7021,1940,Coahuila,Villa,Hidalgo,304.0,209.0,513.0,Hidalgo  (Cab.) ,"Hidalgo  (Cab.) , Hidalgo, Coahuila",,,,,
7022,1940,Coahuila,Rancho,Hidalgo,4.0,3.0,7.0,Las Adjuntas ,"Las Adjuntas , Hidalgo, Coahuila",,,,,
7023,1940,Coahuila,Rancho,Hidalgo,2.0,0.0,2.0,La Amistad ,"La Amistad , Hidalgo, Coahuila","Calle La Amistad, Jose de Las Fuentes, Monclova, Coahuila, 25700, México","(26.9271655, -101.3842741, 0.0)",26.9271655,-101.3842741,0.0
7024,1940,Coahuila,Rancho,Hidalgo,1.0,3.0,4.0,Balconcitos ,"Balconcitos , Hidalgo, Coahuila",,,,,
7025,1940,Coahuila,Rancho,Hidalgo,1.0,2.0,3.0,Las Banquetas ,"Las Banquetas , Hidalgo, Coahuila",,,,,
7026,1940,Coahuila,Rancho,Hidalgo,2.0,5.0,7.0,La Bolsa ,"La Bolsa , Hidalgo, Coahuila",,,,,
7027,1940,Coahuila,Rancho,Hidalgo,2.0,3.0,5.0,El Brasil ,"El Brasil , Hidalgo, Coahuila",,,,,
7028,1940,Coahuila,Ranchio,Hidalgo,5.0,9.0,14.0,Buenavista ,"Buenavista , Hidalgo, Coahuila",,,,,
7029,1940,Coahuila,Rancho,Hidalgo,2.0,0.0,2.0,Canoítas ,"Canoítas , Hidalgo, Coahuila",,,,,
7030,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,Comitas ,"Comitas , Hidalgo, Coahuila",,,,,
7031,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,Ll Cristal ,"Ll Cristal , Hidalgo, Coahuila",,,,,
7032,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,Los Encinos ,"Los Encinos , Hidalgo, Coahuila",,,,,
7033,1940,Coahuila,Ejido,Hidalgo,15.0,16.0,31.0,Hidalgo ,"Hidalgo , Hidalgo, Coahuila","Hidalgo, Municipio de Hidalgo, Coahuila, México","(27.7876639, -99.8757684, 0.0)",27.7876639,-99.8757684,0.0
7034,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,El Huisache ,"El Huisache , Hidalgo, Coahuila",,,,,
7035,1940,Coahuila,Rancho,Hidalgo,7.0,3.0,10.0,Ilesias de Flores ,"Ilesias de Flores , Hidalgo, Coahuila",,,,,
7036,1940,Coahuila,Rancho,Hidalgo,2.0,1.0,3.0,Las Iglesias del Rio ,"Las Iglesias del Rio , Hidalgo, Coahuila",,,,,
7037,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,Mercedes ,"Mercedes , Hidalgo, Coahuila",,,,,
7038,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,La Morita ,"La Morita , Hidalgo, Coahuila",,,,,
7039,1940,Coahuila,Rancho,Hidalgo,2.0,0.0,2.0,El Nogal ,"El Nogal , Hidalgo, Coahuila",,,,,
7040,1940,Coahuila,Rancho,Hidalgo,1.0,0.0,1.0,Ojito El ,"Ojito El , Hidalgo, Coahuila",,,,,
7041,1940,Coahuila,Rancho,Hidalgo,12.0,9.0,21.0,Palo Blanco ,"Palo Blanco , Hidalgo, Coahuila",,,,,
7042,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,Palo Blanco Madero ,"Palo Blanco Madero , Hidalgo, Coahuila",,,,,
7043,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,La Presa Máximo ,"La Presa Máximo , Hidalgo, Coahuila",,,,,
7044,1940,Coahuila,Rancho,Hidalgo,6.0,0.0,6.0,Puerto de Agua Verde ,"Puerto de Agua Verde , Hidalgo, Coahuila",,,,,
7045,1940,Coahuila,Rancho,Hidalgo,5.0,10.0,15.0,Rancherías ,"Rancherías , Hidalgo, Coahuila",,,,,
7046,1940,Coahuila,Rancho,Hidalgo,5.0,5.0,10.0,Rancho Nuevo ,"Rancho Nuevo , Hidalgo, Coahuila",,,,,
7047,1940,Coahuila,Rancho,Hidalgo,3.0,4.0,7.0,Real de Catorce ,"Real de Catorce , Hidalgo, Coahuila",,,,,
7048,1940,Coahuila,Rancho,Hidalgo,8.0,2.0,10.0,La Rosita ,"La Rosita , Hidalgo, Coahuila","Carretera Madero-Finisterre-La Rosita, Francisco. I Madero, Fracc Hidalgo, Francisco I. Madero, Coahuila, 27911, México","(25.802694, -103.2762098, 0.0)",25.802694,-103.2762098,0.0
7049,1940,Coahuila,Rancho,Hidalgo,6.0,5.0,11.0,San Alberto ,"San Alberto , Hidalgo, Coahuila",,,,,
7050,1940,Coahuila,Rancho,Hidalgo,7.0,7.0,14.0,San Alejo ,"San Alejo , Hidalgo, Coahuila",,,,,
7051,1940,Coahuila,Hacienda,Hidalgo,2.0,1.0,3.0,San Enrique ,"San Enrique , Hidalgo, Coahuila",,,,,
7052,1940,Coahuila,Rancho,Hidalgo,1.0,4.0,5.0,San Enrique de Reséndez ,"San Enrique de Reséndez , Hidalgo, Coahuila",,,,,
7053,1940,Coahuila,Rancho,Hidalgo,3.0,0.0,3.0,San Francisco ,"San Francisco , Hidalgo, Coahuila","San Francisco de Asis, Calle Coahuila, Huitzila, Tizayuca, Hidalgo, 55755, México","(19.8129615, -98.95820558075113, 0.0)",19.8129615,-98.95820558075113,0.0
7054,1940,Coahuila,Rancho,Hidalgo,2.0,4.0,6.0,San José ,"San José , Hidalgo, Coahuila","Calle San Judas Tadeo, Jose de Las Fuentes, Monclova, Coahuila, 25700, México","(26.9321186, -101.381494, 0.0)",26.9321186,-101.381494,0.0
7055,1940,Coahuila,Rancho,Hidalgo,3.0,2.0,5.0,San Luis ,"San Luis , Hidalgo, Coahuila",,,,,
7056,1940,Coahuila,Rancho,Hidalgo,4.0,8.0,12.0,San Juan ,"San Juan , Hidalgo, Coahuila",,,,,
7057,1940,Coahuila,Rancho,Hidalgo,4.0,5.0,9.0,San Pablo ,"San Pablo , Hidalgo, Coahuila",,,,,
7058,1940,Coahuila,Rancho,Hidalgo,2.0,2.0,4.0,San Ramón ,"San Ramón , Hidalgo, Coahuila",,,,,
7059,1940,Coahuila,Rancho,Hidalgo,4.0,0.0,4.0,Santo Tomás ,"Santo Tomás , Hidalgo, Coahuila",,,,,
7060,1940,Coahuila,Rancho,Hidalgo,0.0,0.0,0.0,El Sauz ,"El Sauz , Hidalgo, Coahuila",,,,,
7061,1940,Coahuila,Villa,Jiménez,307.0,315.0,622.0,Jiménez  (Cab.) ,"Jiménez  (Cab.) , Jiménez, Coahuila",,,,,
7062,1940,Coahuila,Rancho,Jiménez,9.0,6.0,15.0,El Alamo ,"El Alamo , Jiménez, Coahuila","Pista Coahuila, Carretera San Luis Río Colorado-Golfo de Santa Clara, La Esperanza, El Barrote, San Luis Río Colorado, Sonora, 83500, México","(32.27691925, -114.96567563946755, 0.0)",32.27691925,-114.96567563946755,0.0
7063,1940,Coahuila,Rancho,Jiménez,89.0,78.0,167.0,Arroyo Blanco ,"Arroyo Blanco , Jiménez, Coahuila",,,,,
7064,1940,Coahuila,Rancho,Jiménez,9.0,5.0,14.0,Las Cabeceras ,"Las Cabeceras , Jiménez, Coahuila",,,,,
7065,1940,Coahuila,Ejido,Jiménez,34.0,17.0,51.0,El Cariño ,"El Cariño , Jiménez, Coahuila",,,,,
7066,1940,Coahuila,Ejido,Jiménez,130.0,115.0,245.0,El Carmen ,"El Carmen , Jiménez, Coahuila",,,,,
7067,1940,Coahuila,Ejido,Jiménez,136.0,110.0,246.0,Los Cristales ,"Los Cristales , Jiménez, Coahuila",,,,,
7068,1940,Coahuila,Rancho,Jiménez,11.0,4.0,15.0,El Chupadero ,"El Chupadero , Jiménez, Coahuila",,,,,
7069,1940,Coahuila,Ejido,Jiménez,41.0,24.0,65.0,Divisadero El ,"Divisadero El , Jiménez, Coahuila","El Divisadero, Municipio de Jiménez, Coahuila, México","(29.1595142, -100.9685447, 0.0)",29.1595142,-100.9685447,0.0
7070,1940,Coahuila,Hacienda,Jiménez,28.0,30.0,58.0,Dolores ,"Dolores , Jiménez, Coahuila","Dolores, Jiménez, Municipio de Jiménez, Coahuila, México","(29.077141, -100.6829057, 0.0)",29.077141,-100.6829057,0.0
7071,1940,Coahuila,Ejido,Jiménez,175.0,151.0,326.0,Emiliano Zapata ,"Emiliano Zapata , Jiménez, Coahuila","Emiliano Zapata, Municipio de Jiménez, Coahuila, México","(29.0241826, -100.8593419, 0.0)",29.0241826,-100.8593419,0.0
7072,1940,Coahuila,Rancho,Jiménez,2.0,3.0,5.0,El Fresno ,"El Fresno , Jiménez, Coahuila",,,,,
7073,1940,Coahuila,Rancho,Jiménez,0.0,0.0,0.0,La Garra ,"La Garra , Jiménez, Coahuila",,,,,
